cancer.type	eQTL.type	tagSNP	LD	SNP.ID	SNP.position.hg19	Gene.symbol	Gene.position.hg19	Beta	t-stat	P-value	GWAS-Traits	
BRCA	cis	1	rs1000083	chr5:96533469	ERAP2	chr5:96211644-96255398:+	-0.28	-4.05	5.6E-5	Cisplatin-induced ototoxicity	
BRCA	cis	1	rs3933453	chr4:17636319	MED28	chr4:17616273-17629791:+	0.13	3.51	0.000463	Parasitemia in Tripanosoma cruzi seropositivity	
BRCA	cis	1	rs3936203	chr2:241834654	C2orf54	chr2:241825466-241835573:-	-0.27	-7.64	4.68E-14	Urinary metabolites	
BRCA	cis	1	rs3950155	chr6:55936254	COL21A1	chr6:55921389-56258892:-	-0.38	-6.95	6.4E-12	Psychosis (atypical)	
BRCA	cis	1	rs3960018	chr15:90383307	AP3S2	chr15:90373832-90456222:-	-0.51	-13.16	9.12E-37	Type 2 diabetes	
BRCA	cis	1	rs396508	chr16:20682354	ACSM1	chr16:20634559-20709066:-	-0.45	-15.81	9.26E-51	Schizophrenia	
BRCA	cis	1	rs397119	chr20:25440187	FAM182A	chr20:26035250-26067552:+	-0.22	-5.95	3.74E-9	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs397119	chr20:25440187	FAM182B	chr20:25744102-25848786:-	0.23	6.04	2.12E-9	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs3976455	chr16:29861447	LOC440356	chr16:29875004-29879374:+	-0.28	-6.02	2.42E-9	Multiple sclerosis	
BRCA	cis	1	rs3979179	chr1:16306846	CLCNKA	chr1:16345370-16360544:+	0.21	5.44	6.65E-8	Dilated cardiomyopathy	
BRCA	cis	1	rs398036	chr20:25439850	FAM182A	chr20:26035250-26067552:+	-0.22	-5.95	3.74E-9	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs398036	chr20:25439850	FAM182B	chr20:25744102-25848786:-	0.23	6.04	2.12E-9	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs3981351	chr10:115515120	CASP7	chr10:115438935-115490662:+	0.27	7.22	9.88E-13	Obesity-related traits	
BRCA	cis	1	rs39841	chr5:96120170	ERAP1	chr5:96096515-96149837:-	-0.47	-15.78	1.41E-50	Inflammatory skin disease	
BRCA	cis	1	rs39841	chr5:96120170	ERAP2	chr5:96211644-96255398:+	0.44	11.29	5.49E-28	Inflammatory skin disease	
BRCA	cis	1	rs3999544	chr6:26285867	BTN3A2	chr6:26365398-26378546:+	0.2	6.06	1.86E-9	Educational attainment	
BRCA	cis	1	rs400063	chr6:167386592	GPR31	chr6:167570361-167571319:-	-0.1	-3.38	0.000762	Crohn's disease	
BRCA	cis	1	rs400063	chr6:167386592	RNASET2	chr6:167343008-167412795:-	-0.14	-4.53	6.67E-6	Crohn's disease	
BRCA	cis	1	rs400736	chr1:8078309	PARK7	chr1:8021714-8045341:+	0.1	3.66	0.000263	Response to antidepressants and depression	
BRCA	cis	1	rs401166	chr20:25446308	FAM182A	chr20:26035250-26067552:+	-0.22	-5.79	9.42E-9	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs401166	chr20:25446308	FAM182B	chr20:25744102-25848786:-	0.23	6.1	1.45E-9	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs401166	chr20:25446308	PYGB	chr20:25228706-25278647:+	-0.13	-3.6	0.000334	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs4013	chr4:103552813	MANBA	chr4:103552644-103682151:-	0.21	5.38	8.99E-8	Primary biliary cirrhosis	
BRCA	cis	1	rs402418	chr7:65509469	CCT6P1	chr7:65216092-65228661:+	0.32	6.81	1.6E-11	Diabetic kidney disease	
BRCA	cis	1	rs402418	chr7:65509469	LOC493754	chr7:65993446-66057363:-	0.22	3.57	0.00038	Diabetic kidney disease	
BRCA	cis	1	rs40246	chr8:90765172	RIPK2	chr8:90769975-90803291:+	0.15	5.94	3.85E-9	Leprosy	
BRCA	cis	1	rs402511	chr5:176434440	MXD3	chr5:176732501-176739292:-	-0.09	-4.25	2.35E-5	Menopause (age at onset);Menarche and menopause (age at onset)	
BRCA	cis	1	rs402511	chr5:176434440	PRELID1	chr5:176730835-176733949:+	-0.09	-3.53	0.000435	Menopause (age at onset);Menarche and menopause (age at onset)	
BRCA	cis	1	rs4037	chr10:97365820	ENTPD1	chr10:97471536-97637022:+	0.16	5.67	1.82E-8	Blood metabolite levels	
BRCA	cis	1	rs404394	chr20:25447896	FAM182A	chr20:26035250-26067552:+	-0.22	-5.75	1.17E-8	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs404394	chr20:25447896	FAM182B	chr20:25744102-25848786:-	0.23	6.12	1.34E-9	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs404394	chr20:25447896	PYGB	chr20:25228706-25278647:+	-0.13	-3.53	0.000426	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs40544	chr8:90781095	RIPK2	chr8:90769975-90803291:+	0.14	5.62	2.46E-8	Leprosy	
BRCA	cis	1	rs4057984	chr4:17957200	NCAPG	chr4:17812525-17846485:+	0.09	4.28	2.0E-5	Height	
BRCA	cis	1	rs4073846	chr1:46462881	CCDC163P	chr1:45960581-45965646:-	0.39	11.61	1.89E-29	Body mass index	
BRCA	cis	1	rs4073846	chr1:46462881	CCDC17	chr1:46085717-46089729:-	-0.11	-3.63	0.000296	Body mass index	
BRCA	cis	1	rs4073846	chr1:46462881	MUTYH	chr1:45794915-45806142:-	-0.13	-4.91	1.06E-6	Body mass index	
BRCA	cis	1	rs4076006	chr1:46438076	CCDC163P	chr1:45960581-45965646:-	-0.4	-11.75	4.73E-30	Body mass index	
BRCA	cis	1	rs4076006	chr1:46438076	CCDC17	chr1:46085717-46089729:-	0.11	3.38	0.000746	Body mass index	
BRCA	cis	1	rs4076006	chr1:46438076	MUTYH	chr1:45794915-45806142:-	0.13	5.02	6.01E-7	Body mass index	
BRCA	cis	1	rs4078160	chr10:52565940	ASAH2B	chr10:52499696-52514567:+	-0.35	-7.37	3.39E-13	Urate levels in lean individuals	
BRCA	cis	1	rs408087	chr6:167398952	RNASET2	chr6:167343008-167412795:-	-0.13	-4.35	1.51E-5	Crohn's disease	
BRCA	cis	1	rs408918	chr6:167399282	RNASET2	chr6:167343008-167412795:-	-0.13	-4.03	5.95E-5	Crohn's disease	
BRCA	cis	1	rs410128	chr7:65603173	CCT6P1	chr7:65216092-65228661:+	0.32	6.43	1.94E-10	Diabetic kidney disease	
BRCA	cis	1	rs410128	chr7:65603173	CRCP	chr7:65579805-65619551:+	-0.22	-3.59	0.000348	Diabetic kidney disease	
BRCA	cis	1	rs4118325	chr1:107577832	PRMT6	chr1:107599267-107601907:+	0.21	4.36	1.43E-5	AIDS	
BRCA	cis	1	rs41266807	chr6:26199822	HIST1H3E	chr6:26224427-26226589:+	0.35	7.03	3.64E-12	Renal underexcretion gout;Gout	
BRCA	cis	1	rs41271391	chr3:119278457	CD80	chr3:119243142-119278481:-	0.12	4.04	5.82E-5	Vitiligo	
BRCA	cis	1	rs41271393	chr3:119278693	CD80	chr3:119243142-119278481:-	0.12	4.17	3.28E-5	Vitiligo	
BRCA	cis	1	rs41271844	chr6:55988932	COL21A1	chr6:55921389-56258892:-	-0.38	-6.99	4.75E-12	Psychosis (atypical)	
BRCA	cis	1	rs41274152	chr7:128399231	OPN1SW	chr7:128412545-128415844:-	0.17	4.09	4.66E-5	Primary tooth development (time to first tooth eruption);Primary tooth development (number of teeth)	
BRCA	cis	1	rs41275472	chr1:11876300	CLCN6	chr1:11866207-11907674:+	0.17	4.8	1.85E-6	QRS complex (12-leadsum)	
BRCA	cis	1	rs4130590	chr9:130107964	RPL12	chr9:130209955-130213684:-	-0.09	-3.5	0.00048	Bipolar disorder	
BRCA	cis	1	rs4130590	chr9:130107964	ZNF79	chr9:130186653-130207650:+	0.16	4.4	1.19E-5	Bipolar disorder	
BRCA	cis	1	rs41307935	chr1:27181067	GPATCH3	chr1:27216980-27226962:-	0.22	3.84	0.000133	HDL cholesterol;Triglycerides;LDL cholesterol	
BRCA	cis	1	rs4132601	chr7:50470604	FIGNL1	chr7:50511834-50518088:-	-0.11	-3.54	0.00041	Acute lymphoblastic leukemia (childhood)	
BRCA	cis	1	rs4134342	chr8:65700156	CYP7B1	chr8:65508529-65711348:-	0.12	3.81	0.000144	HIV-1 susceptibility	
BRCA	cis	1	rs41343448	chr8:20271413	ATP6V1B2	chr8:20054704-20079205:+	0.19	4.09	4.7E-5	Preeclampsia	
BRCA	cis	1	rs41343448	chr8:20271413	INTS10	chr8:19674918-19709584:+	0.27	4.99	6.88E-7	Preeclampsia	
BRCA	cis	1	rs4134386	chr1:46395089	CCDC163P	chr1:45960581-45965646:-	-0.4	-11.9	9.16E-31	Body mass index	
BRCA	cis	1	rs4134386	chr1:46395089	MUTYH	chr1:45794915-45806142:-	0.13	4.93	9.66E-7	Body mass index	
BRCA	cis	1	rs4134504	chr2:102982223	IL18R1	chr2:102927962-103015215:+	0.12	3.46	0.000565	Serum protein levels (sST2)	
BRCA	cis	1	rs41363748	chr12:56696056	COQ10A	chr12:56660642-56664748:+	0.23	3.56	0.000393	Psoriasis vulgaris	
BRCA	cis	1	rs41363748	chr12:56696056	RPS26	chr12:56435686-56438005:+	0.24	3.51	0.000464	Psoriasis vulgaris	
BRCA	cis	1	rs41363748	chr12:56696056	SLC39A5	chr12:56623820-56631627:+	0.21	3.43	0.000626	Psoriasis vulgaris	
BRCA	cis	1	rs41392645	chr12:56696742	COQ10A	chr12:56660642-56664748:+	-0.28	-4.01	6.39E-5	Psoriasis vulgaris	
BRCA	cis	1	rs41392645	chr12:56696742	RPS26	chr12:56435686-56438005:+	-0.3	-3.87	0.000116	Psoriasis vulgaris	
BRCA	cis	1	rs41392645	chr12:56696742	SLC39A5	chr12:56623820-56631627:+	-0.25	-3.71	0.00022	Psoriasis vulgaris	
BRCA	cis	1	rs4140574	chr6:56099424	COL21A1	chr6:55921389-56258892:-	0.67	21	3.4E-82	Pulse pressure	
BRCA	cis	1	rs4140575	chr6:56099222	COL21A1	chr6:55921389-56258892:-	0.69	21.72	6.34E-87	Pulse pressure	
BRCA	cis	1	rs41423244	chr12:56693520	COQ10A	chr12:56660642-56664748:+	0.31	4.22	2.71E-5	Psoriasis vulgaris	
BRCA	cis	1	rs41423244	chr12:56693520	RPS26	chr12:56435686-56438005:+	0.29	3.64	0.000289	Psoriasis vulgaris	
BRCA	cis	1	rs41423244	chr12:56693520	SLC39A5	chr12:56623820-56631627:+	0.25	3.69	0.000236	Psoriasis vulgaris	
BRCA	cis	1	rs4144081	chr2:70155482	ANXA4	chr2:69969127-70053594:+	-0.13	-3.74	0.000193	Carotid plaque burden (smoking interaction)	
BRCA	cis	1	rs4144937	chr6:46628516	CYP39A1	chr6:46517445-46620523:-	-0.11	-3.59	0.000349	QRS complex (Sokolow-Lyon)	
BRCA	cis	1	rs4144937	chr6:46628516	SLC25A27	chr6:46620679-46645925:+	-0.14	-5.05	5.25E-7	QRS complex (Sokolow-Lyon)	
BRCA	cis	1	rs4145008	chr7:65647511	CCT6P1	chr7:65216092-65228661:+	-0.3	-6.38	2.6E-10	Diabetic kidney disease	
BRCA	cis	1	rs4145008	chr7:65647511	CRCP	chr7:65579805-65619551:+	0.21	3.58	0.000354	Diabetic kidney disease	
BRCA	cis	1	rs4145008	chr7:65647511	LOC493754	chr7:65993446-66057363:-	-0.22	-3.78	0.000167	Diabetic kidney disease	
BRCA	cis	1	rs41455648	chr4:119718030	METTL14	chr4:119606574-119632075:+	-0.19	-3.39	0.000721	Cannabis dependence	
BRCA	cis	1	rs4147024	chr3:38456664	LOC100128640	chr3:38492524-38496311:-	0.13	3.48	0.000528	Electrocardiographic conduction measures	
BRCA	cis	1	rs4147024	chr3:38456664	XYLB	chr3:38388251-38456467:+	0.21	6.06	1.9E-9	Electrocardiographic conduction measures	
BRCA	cis	1	rs4147025	chr3:38456531	LOC100128640	chr3:38492524-38496311:-	0.13	3.53	0.000431	Electrocardiographic conduction measures	
BRCA	cis	1	rs4147025	chr3:38456531	XYLB	chr3:38388251-38456467:+	0.21	6.11	1.37E-9	Electrocardiographic conduction measures	
BRCA	cis	1	rs4149468	chr7:65825690	CCT6P1	chr7:65216092-65228661:+	0.31	6.69	3.59E-11	Diabetic kidney disease	
BRCA	cis	1	rs4149468	chr7:65825690	CRCP	chr7:65579805-65619551:+	-0.2	-3.44	0.000615	Diabetic kidney disease	
BRCA	cis	1	rs4149468	chr7:65825690	LOC493754	chr7:65993446-66057363:-	0.24	4.03	6.06E-5	Diabetic kidney disease	
BRCA	cis	1	rs4149547	chr2:240933308	NDUFA10	chr2:240900158-240964798:-	0.28	7.44	2.04E-13	Odorant perception (isobutyraldehyde)	
BRCA	cis	1	rs4149551	chr2:240921463	NDUFA10	chr2:240900158-240964798:-	0.26	6.85	1.21E-11	Odorant perception (isobutyraldehyde)	
BRCA	cis	1	rs4149556	chr2:240915307	NDUFA10	chr2:240900158-240964798:-	0.25	6.52	1.11E-10	Odorant perception (isobutyraldehyde)	
BRCA	cis	1	rs4149556	chr2:240915307	PP14571	chr2:241388732-241396117:-	-0.13	-3.49	0.000497	Odorant perception (isobutyraldehyde)	
BRCA	cis	1	rs4150550	chr11:18350898	GTF2H1	chr11:18343816-18388590:+	0.3	8.18	8.08E-16	Pancreatic cancer	
BRCA	cis	1	rs4150562	chr11:18354995	GTF2H1	chr11:18343816-18388590:+	0.31	8.32	2.6E-16	Pancreatic cancer	
BRCA	cis	1	rs4150564	chr11:18355308	GTF2H1	chr11:18343816-18388590:+	0.3	7.79	1.59E-14	Pancreatic cancer	
BRCA	cis	1	rs4150566	chr11:18355599	GTF2H1	chr11:18343816-18388590:+	0.3	8.12	1.23E-15	Pancreatic cancer	
BRCA	cis	1	rs4150575	chr11:18356466	GTF2H1	chr11:18343816-18388590:+	0.3	8.08	1.79E-15	Pancreatic cancer	
BRCA	cis	1	rs4150579	chr11:18357180	GTF2H1	chr11:18343816-18388590:+	-0.31	-8.41	1.31E-16	Pancreatic cancer	
BRCA	cis	1	rs4150610	chr11:18364140	GTF2H1	chr11:18343816-18388590:+	0.29	7.7	2.99E-14	Pancreatic cancer	
BRCA	cis	1	rs4150612	chr11:18364358	GTF2H1	chr11:18343816-18388590:+	0.3	8.04	2.43E-15	Pancreatic cancer	
BRCA	cis	1	rs4150615	chr11:18365028	GTF2H1	chr11:18343816-18388590:+	-0.29	-7.83	1.13E-14	Pancreatic cancer	
BRCA	cis	1	rs4150622	chr11:18365710	GTF2H1	chr11:18343816-18388590:+	0.31	8.21	6.09E-16	Pancreatic cancer	
BRCA	cis	1	rs4150641	chr11:18370739	GTF2H1	chr11:18343816-18388590:+	0.3	8.21	6.52E-16	Pancreatic cancer	
BRCA	cis	1	rs4150650	chr11:18374279	GTF2H1	chr11:18343816-18388590:+	0.31	8.41	1.32E-16	Pancreatic cancer	
BRCA	cis	1	rs4150651	chr11:18374425	GTF2H1	chr11:18343816-18388590:+	0.3	8.18	7.95E-16	Pancreatic cancer	
BRCA	cis	1	rs4150655	chr11:18375164	GTF2H1	chr11:18343816-18388590:+	-0.3	-8.07	1.85E-15	Pancreatic cancer	
BRCA	cis	1	rs4150661	chr11:18379629	GTF2H1	chr11:18343816-18388590:+	0.31	8.27	3.81E-16	Pancreatic cancer	
BRCA	cis	1	rs4150673	chr11:18383449	GTF2H1	chr11:18343816-18388590:+	0.31	8.33	2.44E-16	Pancreatic cancer	
BRCA	cis	1	rs416131	chr6:167406544	RNASET2	chr6:167343008-167412795:-	0.15	4.8	1.86E-6	Crohn's disease	
BRCA	cis	1	rs418720	chr6:13718399	RANBP9	chr6:13621731-13711796:-	-0.11	-3.55	0.000395	Breast cancer	
BRCA	cis	1	rs419603	chr7:65597341	CCT6P1	chr7:65216092-65228661:+	0.33	6.97	5.42E-12	Diabetic kidney disease	
BRCA	cis	1	rs419603	chr7:65597341	LOC493754	chr7:65993446-66057363:-	0.25	4.11	4.33E-5	Diabetic kidney disease	
BRCA	cis	1	rs420259	chr16:23634026	COG7	chr16:23399816-23464503:-	-0.12	-3.99	7.17E-5	Bipolar disorder	
BRCA	cis	1	rs420259	chr16:23634026	DCTN5	chr16:23652807-23681182:+	-0.27	-7.58	7.71E-14	Bipolar disorder	
BRCA	cis	1	rs422164	chr7:65586605	CCT6P1	chr7:65216092-65228661:+	0.33	6.99	4.96E-12	Diabetic kidney disease	
BRCA	cis	1	rs422164	chr7:65586605	LOC493754	chr7:65993446-66057363:-	0.24	4.01	6.49E-5	Diabetic kidney disease	
BRCA	cis	1	rs422424	chr20:25445446	FAM182A	chr20:26035250-26067552:+	-0.22	-5.79	9.42E-9	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs422424	chr20:25445446	FAM182B	chr20:25744102-25848786:-	0.23	6.1	1.45E-9	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs422424	chr20:25445446	PYGB	chr20:25228706-25278647:+	-0.13	-3.6	0.000334	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs422562	chr6:167406318	RNASET2	chr6:167343008-167412795:-	-0.14	-4.33	1.67E-5	Crohn's disease	
BRCA	cis	1	rs422844	chr20:25445591	FAM182A	chr20:26035250-26067552:+	-0.22	-5.79	9.42E-9	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs422844	chr20:25445591	FAM182B	chr20:25744102-25848786:-	0.23	6.1	1.45E-9	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs422844	chr20:25445591	PYGB	chr20:25228706-25278647:+	-0.13	-3.6	0.000334	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs4237643	chr11:43648368	HSD17B12	chr11:43702143-43878160:+	0.37	9.59	5.72E-21	Forced vital capacity	
BRCA	cis	1	rs4241407	chr3:49600319	AMT	chr3:49454212-49460012:-	0.14	5	6.55E-7	Menarche (age at onset)	
BRCA	cis	1	rs4241407	chr3:49600319	CCDC36	chr3:49235861-49295537:+	0.1	3.93	8.99E-5	Menarche (age at onset)	
BRCA	cis	1	rs4241407	chr3:49600319	NCKIPSD	chr3:48711280-48723334:-	0.16	4.17	3.35E-5	Menarche (age at onset)	
BRCA	cis	1	rs4241407	chr3:49600319	P4HTM	chr3:49027341-49044579:+	0.1	4.27	2.11E-5	Menarche (age at onset)	
BRCA	cis	1	rs4241407	chr3:49600319	WDR6	chr3:49044637-49053386:+	-0.14	-4.15	3.57E-5	Menarche (age at onset)	
BRCA	cis	1	rs4244338	chr10:102272802	SEC31B	chr10:102246403-102289636:-	-0.3	-11.23	1.02E-27	Palmitoleic acid (16:1n-7) plasma levels	
BRCA	cis	1	rs4244350	chr10:104008751	C10orf32	chr10:104613967-104624718:+	0.11	4.06	5.22E-5	QT interval	
BRCA	cis	1	rs4244350	chr10:104008751	PITX3	chr10:103989946-104001231:-	0.12	3.57	0.000371	QT interval	
BRCA	cis	1	rs4244351	chr10:104008870	C10orf32	chr10:104613967-104624718:+	0.11	3.93	8.95E-5	QT interval	
BRCA	cis	1	rs4244351	chr10:104008870	PITX3	chr10:103989946-104001231:-	0.12	3.44	0.0006	QT interval	
BRCA	cis	1	rs42490	chr8:90778513	RIPK2	chr8:90769975-90803291:+	0.15	5.7	1.52E-8	Leprosy	
BRCA	cis	1	rs4256922	chr10:52568616	ASAH2B	chr10:52499696-52514567:+	-0.35	-7.4	2.68E-13	Urate levels in lean individuals	
BRCA	cis	1	rs4260737	chr6:163137746	PACRG	chr6:163148164-163736523:+	0.25	4.25	2.37E-5	Body mass index	
BRCA	cis	1	rs4261185	chr10:29803931	LOC387647	chr10:29698483-29776785:+	0.14	3.76	0.000177	Platelet thrombus formation	
BRCA	cis	1	rs4263408	chr4:39785276	RPL9	chr4:39455747-39460568:-	-0.41	-11.23	9.96E-28	Plasma amyloid beta peptide concentrations (ABx-40)	
BRCA	cis	1	rs42648	chr7:89977760	GTPBP10	chr7:89969690-90016650:+	0.17	4.69	3.11E-6	Homocysteine levels	
BRCA	cis	1	rs42649	chr7:89977789	GTPBP10	chr7:89969690-90016650:+	0.17	4.81	1.7E-6	Homocysteine levels	
BRCA	cis	1	rs42656	chr7:89981636	GTPBP10	chr7:89969690-90016650:+	0.17	4.8	1.8E-6	Homocysteine levels	
BRCA	cis	1	rs42658	chr7:89981915	GTPBP10	chr7:89969690-90016650:+	0.16	4.53	6.5E-6	Homocysteine levels	
BRCA	cis	1	rs42658	chr7:89981915	STEAP1	chr7:89783689-89794140:+	-0.13	-3.51	0.000464	Homocysteine levels	
BRCA	cis	1	rs4267943	chr6:49439805	CENPQ	chr6:49431096-49460820:+	0.26	8.34	2.29E-16	Folate pathway vitamin levels	
BRCA	cis	1	rs4267943	chr6:49439805	MUT	chr6:49398994-49431031:-	-0.29	-8.85	3.6E-18	Folate pathway vitamin levels	
BRCA	cis	1	rs427044	chr7:65508545	CCT6P1	chr7:65216092-65228661:+	0.33	7	4.65E-12	Diabetic kidney disease	
BRCA	cis	1	rs427044	chr7:65508545	LOC493754	chr7:65993446-66057363:-	0.22	3.6	0.000335	Diabetic kidney disease	
BRCA	cis	1	rs4272382	chr8:8433488	ERI1	chr8:8860314-8890849:+	-0.37	-6.78	1.94E-11	Response to cytidine analogues (gemcitabine)	
BRCA	cis	1	rs4272382	chr8:8433488	PPP1R3B	chr8:8993774-9009084:-	-0.2	-3.72	0.000209	Response to cytidine analogues (gemcitabine)	
BRCA	cis	1	rs4272382	chr8:8433488	TNKS	chr8:9413445-9639855:+	-0.28	-5.88	5.45E-9	Response to cytidine analogues (gemcitabine)	
BRCA	cis	1	rs4279493	chr7:66226620	CRCP	chr7:65579805-65619551:+	-0.13	-3.54	0.00041	Aortic root size	
BRCA	cis	1	rs4279493	chr7:66226620	LOC493754	chr7:65993446-66057363:-	-0.13	-3.42	0.000661	Aortic root size	
BRCA	cis	1	rs4279493	chr7:66226620	TYW1	chr7:66461817-66704496:+	0.14	3.76	0.000178	Aortic root size	
BRCA	cis	1	rs4280164	chr14:24771285	ADCY4	chr14:24787571-24804277:-	0.12	4.78	2.03E-6	Parent of origin effect on language impairment (paternal)	
BRCA	cis	1	rs4282209	chr4:76919536	NAAA	chr4:76831809-76862166:-	-0.2	-5.04	5.54E-7	Longevity	
BRCA	cis	1	rs4283605	chr3:49678651	AMT	chr3:49454212-49460012:-	0.11	3.53	0.000428	Crohn's disease;Ulcerative colitis	
BRCA	cis	1	rs4283605	chr3:49678651	GMPPB	chr3:49758932-49761384:-	-0.12	-3.4	0.000709	Crohn's disease;Ulcerative colitis	
BRCA	cis	1	rs428445	chr20:55036547	C20orf43	chr20:55043647-55093942:+	-0.15	-4.15	3.65E-5	Refractive astigmatism	
BRCA	cis	1	rs4293565	chr2:241834770	C2orf54	chr2:241825466-241835573:-	0.25	6.71	3.24E-11	Urinary metabolites	
BRCA	cis	1	rs4295483	chr6:55965456	COL21A1	chr6:55921389-56258892:-	-0.36	-6.71	3.25E-11	Psychosis (atypical)	
BRCA	cis	1	rs4295484	chr6:55965646	COL21A1	chr6:55921389-56258892:-	-0.37	-6.82	1.48E-11	Psychosis (atypical)	
BRCA	cis	1	rs4297570	chr13:36755179	SOHLH2	chr13:36742347-36871992:-	-0.18	-4.95	8.8E-7	Glucose homeostasis traits	
BRCA	cis	1	rs4307563	chr1:16313788	CLCNKA	chr1:16345370-16360544:+	-0.22	-5.47	5.66E-8	Dilated cardiomyopathy	
BRCA	cis	1	rs4309773	chr3:134277301	ANAPC13	chr3:134196547-134204865:-	0.42	13.98	6.92E-41	Height	
BRCA	cis	1	rs4309773	chr3:134277301	CEP63	chr3:134204575-134293852:+	0.15	4	6.88E-5	Height	
BRCA	cis	1	rs4310508	chr10:65138573	NRBF2	chr10:64893007-64914785:+	-0.15	-5.56	3.36E-8	Educational attainment;Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs431076	chr7:65600320	CCT6P1	chr7:65216092-65228661:+	0.33	6.99	4.83E-12	Diabetic kidney disease	
BRCA	cis	1	rs431076	chr7:65600320	LOC493754	chr7:65993446-66057363:-	0.24	3.97	7.79E-5	Diabetic kidney disease	
BRCA	cis	1	rs4311055	chr2:241821017	C2orf54	chr2:241825466-241835573:-	0.26	7.49	1.47E-13	Urinary metabolites	
BRCA	cis	1	rs431264	chr8:90777510	RIPK2	chr8:90769975-90803291:+	0.15	5.71	1.5E-8	Leprosy	
BRCA	cis	1	rs431318	chr7:65511597	CCT6P1	chr7:65216092-65228661:+	0.32	6.8	1.69E-11	Diabetic kidney disease	
BRCA	cis	1	rs431318	chr7:65511597	LOC493754	chr7:65993446-66057363:-	0.22	3.56	0.000382	Diabetic kidney disease	
BRCA	cis	1	rs431328	chr19:22222236	ZNF257	chr19:22235266-22273901:+	0.18	4.17	3.3E-5	Chagas cardiomyopathy in Tripanosoma cruzi seropositivity	
BRCA	cis	1	rs43134	chr8:90787960	RIPK2	chr8:90769975-90803291:+	-0.13	-5.07	4.62E-7	Leprosy	
BRCA	cis	1	rs4314214	chr3:46328069	TDGF1	chr3:46619180-46623950:+	0.14	4.01	6.41E-5	Obesity-related traits;Monocyte chemoattractant protein-1	
BRCA	cis	1	rs4315635	chr22:49571530	ALG12	chr22:50296856-50312106:-	0.14	4.01	6.46E-5	Plasma omega-3 polyunsaturated fatty acid levels (alphalinolenic acid)	
BRCA	cis	1	rs4315635	chr22:49571530	BRD1	chr22:50166938-50221180:-	0.15	4.17	3.25E-5	Plasma omega-3 polyunsaturated fatty acid levels (alphalinolenic acid)	
BRCA	cis	1	rs4315635	chr22:49571530	ZBED4	chr22:50247497-50283726:+	0.11	3.72	0.000214	Plasma omega-3 polyunsaturated fatty acid levels (alphalinolenic acid)	
BRCA	cis	1	rs43184	chr5:56141777	C5orf35	chr5:56205103-56213010:+	0.77	19.65	1.29E-73	Type 2 diabetes	
BRCA	cis	1	rs4323442	chr8:96022986	C8orf38	chr8:95908040-96088396:+	-0.14	-3.43	0.000632	Vincristine-induced peripheral neuropathy in acute lymphoblastic leukemia	
BRCA	cis	1	rs4323544	chr9:123647377	LOC253039	chr9:123605320-123616644:+	-0.36	-9.94	2.45E-22	Rheumatoid arthritis	
BRCA	cis	1	rs4323544	chr9:123647377	TRAF1	chr9:123664672-123691479:-	0.11	4.98	7.4E-7	Rheumatoid arthritis	
BRCA	cis	1	rs4330287	chr3:119288848	CD80	chr3:119243142-119278481:-	0.13	4.39	1.24E-5	Vitiligo	
BRCA	cis	1	rs4334685	chr3:134304335	ANAPC13	chr3:134196547-134204865:-	0.39	12.59	5.21E-34	Height	
BRCA	cis	1	rs4334685	chr3:134304335	CEP63	chr3:134204575-134293852:+	0.14	3.81	0.000146	Height	
BRCA	cis	1	rs4336432	chr6:55946490	COL21A1	chr6:55921389-56258892:-	-0.38	-7.07	2.85E-12	Psychosis (atypical)	
BRCA	cis	1	rs4344931	chr2:241818527	C2orf54	chr2:241825466-241835573:-	0.26	7.43	2.23E-13	Urinary metabolites	
BRCA	cis	1	rs4346503	chr3:138107597	TXNDC6	chr3:137980279-138048728:-	-0.19	-4.16	3.39E-5	Body mass index	
BRCA	cis	1	rs4351285	chr6:159384673	RSPH3	chr6:159398268-159421198:-	0.21	3.8	0.000153	Bladder cancer (smoking interaction)	
BRCA	cis	1	rs4351668	chr1:8535818	RERE	chr1:8412466-8877699:-	0.1	3.47	0.000543	Vitiligo	
BRCA	cis	1	rs4353250	chr11:18323517	GTF2H1	chr11:18343816-18388590:+	0.29	7.5	1.35E-13	Pancreatic cancer	
BRCA	cis	1	rs4356975	chr4:69972463	UGT2B7	chr4:69962193-69978704:+	-0.14	-4.25	2.29E-5	Obesity-related traits	
