cancer.type	eQTL.type	tagSNP	LD	SNP.ID	SNP.position.hg19	Gene.symbol	Gene.position.hg19	Beta	t-stat	P-value	GWAS-Traits	
PCPG	cis	1	rs1001530	chr5:176985515	HK3	chr5:176307871-176326333:-	-0.54	-4.29	3.16E-5	Alzheimer disease and age of onset	
PCPG	cis	1	rs55879323	chr1:152168740	FLG	chr1:152274651-152297679:-	-0.39	-5.24	5.19E-7	Inflammatory skin disease	
PCPG	cis	1	rs55913793	chr3:134285968	ANAPC13	chr3:134196547-134204865:-	0.36	5.01	1.45E-6	Height	
PCPG	cis	1	rs55914901	chr19:50528346	SIGLEC16	chr19:50472912-50479075:+	0.77	5.1	9.92E-7	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	
PCPG	cis	1	rs56015123	chr15:50977228	SPPL2A	chr15:50999739-51057910:-	0.33	4.93	2.06E-6	QT interval	
PCPG	cis	1	rs56040780	chr16:28861881	EIF3CL	chr16:28699879-28747052:+;chr16	0.41	4.82	3.39E-6	Educational attainment;Inflammatory bowel disease (early onset);Educational attainment (years of education)	
PCPG	cis	1	rs56043407	chr17:2166078	SRR	chr17:2207248-2228553:+	-0.59	-6.34	2.46E-9	Esophageal cancer (squamous cell)	
PCPG	cis	1	rs56069965	chr15:50966973	SPPL2A	chr15:50999739-51057910:-	0.33	4.84	3.07E-6	QT interval	
PCPG	cis	1	rs56080544	chr15:50950970	SPPL2A	chr15:50999739-51057910:-	0.33	4.73	5.02E-6	QT interval	
PCPG	cis	1	rs56118429	chr15:50923849	SPPL2A	chr15:50999739-51057910:-	0.34	4.88	2.6E-6	QT interval	
PCPG	cis	1	rs56121764	chr3:41883975	ULK4	chr3:41288091-42003660:-	0.71	8.51	1.45E-14	Diastolic blood pressure	
PCPG	cis	1	rs56145559	chr2:73623439	ALMS1P	chr2:73872046-73912692:+	0.61	5.71	5.78E-8	Schizophrenia	
PCPG	cis	1	rs56154726	chr2:73721767	ALMS1P	chr2:73872046-73912692:+	0.59	5.67	6.93E-8	Metabolite levels	
PCPG	cis	1	rs56158380	chr3:41885588	ULK4	chr3:41288091-42003660:-	0.71	8.51	1.45E-14	Diastolic blood pressure	
PCPG	cis	1	rs56207540	chr3:41976627	ULK4	chr3:41288091-42003660:-	0.87	9.29	1.41E-16	Diastolic blood pressure	
PCPG	cis	1	rs56227395	chr2:54487496	C2orf73	chr2:54558071-54588714:+	0.59	4.82	3.34E-6	Telomere length	
PCPG	cis	1	rs56306402	chr20:33937704	CPNE1	chr20:34213968-34262539:-	0.3	4.14	5.59E-5	Height	
PCPG	cis	1	rs56306402	chr20:33937704	UQCC	chr20:33890383-33999833:-	0.44	5.71	5.65E-8	Height	
PCPG	cis	1	rs56314138	chr3:121356656	IQCB1	chr3:121488610-121553926:-	0.48	5.69	6.21E-8	Cognitive performance	
PCPG	cis	1	rs56317427	chr10:81861934	MBL1P	chr10:81664654-81710783:+	0.61	4.31	2.96E-5	Chronic obstructive pulmonary disease-related biomarkers	
PCPG	cis	1	rs56365761	chr19:39148103	LGALS7	chr19:39261608-39264157:-	-0.35	-4.15	5.59E-5	Heart rate	
PCPG	cis	1	rs565974	chr10:131423274	MGMT	chr10:131265454-131565783:+	0.37	4.85	3.0E-6	Response to temozolomide	
PCPG	cis	1	rs56672945	chr2:73622663	ALMS1P	chr2:73872046-73912692:+	0.65	6.13	7.01E-9	Metabolite levels	
PCPG	cis	1	rs56681864	chr15:24057623	WHAMML1	chr15:23187731-23208357:-	0.7	4.1	6.65E-5	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	
PCPG	cis	1	rs567700	chr10:131423126	MGMT	chr10:131265454-131565783:+	0.37	4.85	3.0E-6	Response to temozolomide	
PCPG	cis	1	rs56776628	chr3:41866856	ULK4	chr3:41288091-42003660:-	0.81	11.25	8.48E-22	Diastolic blood pressure	
PCPG	cis	1	rs568617	chr11:65653242	CTSW	chr11:65647284-65651212:+	-0.55	-5.66	7.23E-8	Crohn's disease	
PCPG	cis	1	rs568617	chr11:65653242	SNX32	chr11:65601410-65621170:+	0.49	4.83	3.3E-6	Crohn's disease	
PCPG	cis	1	rs56884994	chr1:247211057	ZNF670	chr1:247200087-247242069:-	-0.47	-6.01	1.28E-8	Response to taxane treatment (docetaxel)	
PCPG	cis	1	rs56911651	chr15:24057483	WHAMML1	chr15:23187731-23208357:-	0.7	4.1	6.65E-5	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	
PCPG	cis	1	rs56922390	chr17:38157021	GSDMA	chr17:38119226-38134019:+	-0.67	-8.22	7.91E-14	Neutrophil count;White blood cell count;C-reactive protein and white blood cell count	
PCPG	cis	1	rs569235	chr10:131411620	MGMT	chr10:131265454-131565783:+	0.36	4.66	6.9E-6	Response to temozolomide	
PCPG	cis	1	rs57002197	chr15:50873760	SPPL2A	chr15:50999739-51057910:-	0.33	4.89	2.53E-6	QT interval	
PCPG	cis	1	rs57060498	chr2:54479230	C2orf73	chr2:54558071-54588714:+	0.57	4.32	2.79E-5	Telomere length	
PCPG	cis	1	rs57064725	chr15:78833036	CHRNA5	chr15:78857906-78886458:+	0.34	4.34	2.56E-5	Post bronchodilator FEV1;Post bronchodilator FEV1/FVC ratio	
PCPG	cis	1	rs57196672	chr2:242235193	ANO7	chr2:242127924-242164791:+	0.39	4.03	8.65E-5	Prostate cancer	
PCPG	cis	1	rs573666	chr13:51194405	WDFY2	chr13:52158484-52336170:+	-0.35	-4.32	2.77E-5	Osteosarcoma	
PCPG	cis	1	rs57411618	chr17:28273052	EFCAB5	chr17:28256874-28435469:+	0.41	4.06	7.74E-5	Coffee consumption (cups per day)	
PCPG	cis	1	rs57479675	chr3:41798038	ULK4	chr3:41288091-42003660:-	0.73	10.41	1.52E-19	Diastolic blood pressure	
PCPG	cis	1	rs5758659	chr22:42622003	CYP2D6	chr22:42522502-42526883:-	-0.35	-4.86	2.81E-6	Cognitive function	
PCPG	cis	1	rs5758660	chr22:42623718	CYP2D6	chr22:42522502-42526883:-	-0.35	-4.86	2.81E-6	Cognitive function	
PCPG	cis	1	rs5760216	chr22:24539734	SUSD2	chr22:24577444-24585074:+	0.79	4.68	6.32E-6	Amyotrophic lateral sclerosis	
PCPG	cis	1	rs5760229	chr22:24560254	SUSD2	chr22:24577444-24585074:+	0.78	4.29	3.11E-5	Amyotrophic lateral sclerosis	
PCPG	cis	1	rs577227	chr10:131404528	MGMT	chr10:131265454-131565783:+	0.35	4.58	9.68E-6	Response to temozolomide	
PCPG	cis	1	rs57775263	chr15:24060026	WHAMML1	chr15:23187731-23208357:-	0.69	4.11	6.47E-5	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	
PCPG	cis	1	rs57804141	chr3:129962512	COL6A4P2	chr3:129931663-129992648:+	0.4	4.24	3.84E-5	Response to amphetamines	
PCPG	cis	1	rs580745	chr10:131414401	MGMT	chr10:131265454-131565783:+	0.38	4.87	2.72E-6	Response to temozolomide	
PCPG	cis	1	rs58416181	chr15:85264461	WDR73	chr15:85186012-85197524:-	-0.44	-4.36	2.38E-5	Schizophrenia	
PCPG	cis	1	rs58603761	chr2:73726605	ALMS1P	chr2:73872046-73912692:+	0.6	5.91	2.07E-8	Metabolite levels	
PCPG	cis	1	rs58823966	chr15:24060127	WHAMML1	chr15:23187731-23208357:-	0.69	4.11	6.47E-5	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	
PCPG	cis	1	rs58889739	chr15:24060240	WHAMML1	chr15:23187731-23208357:-	0.69	4.11	6.47E-5	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	
PCPG	cis	1	rs59005008	chr15:24058129	WHAMML1	chr15:23187731-23208357:-	0.7	4.1	6.65E-5	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	
PCPG	cis	1	rs590958	chr15:65735707	DPP8	chr15:65737999-65810035:-	-0.18	-4.33	2.71E-5	Mean corpuscular hemoglobin	
PCPG	cis	1	rs59104589	chr2:242237902	ANO7	chr2:242127924-242164791:+	0.3	4.24	3.85E-5	Fibrinogen levels	
PCPG	cis	1	rs59244547	chr3:156582997	LEKR1	chr3:156544076-156763918:+	-0.49	-4.38	2.21E-5	Bone mineral density	
PCPG	cis	1	rs59496049	chr2:242260756	ANO7	chr2:242127924-242164791:+	0.37	4.04	8.44E-5	Prostate cancer	
PCPG	cis	1	rs59715748	chr5:150189287	LOC134466	chr5:150310000-150326146:-	0.75	4.13	6.04E-5	Crohn's disease	
PCPG	cis	1	rs59925331	chr17:38169273	GSDMA	chr17:38119226-38134019:+	-0.67	-8.35	3.61E-14	Neutrophil count;White blood cell count;C-reactive protein and white blood cell count	
PCPG	cis	1	rs5995808	chr22:40469292	XPNPEP3	chr22:41253094-41363888:+	0.55	5.06	1.16E-6	Prostate cancer (gene x gene interaction);Prostate cancer	
PCPG	cis	1	rs6001728	chr22:40434757	XPNPEP3	chr22:41253094-41363888:+	0.51	4.77	4.16E-6	Prostate cancer (gene x gene interaction);Prostate cancer	
PCPG	cis	1	rs6001734	chr22:40443219	XPNPEP3	chr22:41253094-41363888:+	0.54	4.99	1.61E-6	Prostate cancer (gene x gene interaction);Prostate cancer	
PCPG	cis	1	rs6001740	chr22:40460111	XPNPEP3	chr22:41253094-41363888:+	0.55	5.06	1.16E-6	Prostate cancer (gene x gene interaction);Prostate cancer	
PCPG	cis	1	rs6001749	chr22:40475326	XPNPEP3	chr22:41253094-41363888:+	0.5	4.75	4.63E-6	Prostate cancer (gene x gene interaction);Prostate cancer	
PCPG	cis	1	rs6001773	chr22:40505863	XPNPEP3	chr22:41253094-41363888:+	0.49	4.69	5.99E-6	Prostate cancer (gene x gene interaction);Prostate cancer	
PCPG	cis	1	rs6001774	chr22:40513589	XPNPEP3	chr22:41253094-41363888:+	0.49	4.69	5.99E-6	Prostate cancer (gene x gene interaction);Prostate cancer	
PCPG	cis	1	rs600193	chr15:65729409	DPP8	chr15:65737999-65810035:-	0.17	4.2	4.55E-5	Mean corpuscular hemoglobin	
PCPG	cis	1	rs6003958	chr22:24264089	GSTT1	chr22:24376141-24384284:-	-0.61	-6.3	2.97E-9	S-phenylmercapturic acid levels in smokers	
PCPG	cis	1	rs6003958	chr22:24264089	GSTT2	chr22:24322314-24326104:+;chr22	0.47	4.35	2.42E-5	S-phenylmercapturic acid levels in smokers	
PCPG	cis	1	rs6003958	chr22:24264089	LOC391322	chr22:24373117-24374043:+	-0.53	-5.23	5.43E-7	S-phenylmercapturic acid levels in smokers	
PCPG	cis	1	rs6004654	chr22:25855204	CRYBB2	chr22:25615612-25627836:+	0.69	5.8	3.62E-8	Bipolar disorder with mood-incongruent psychosis	
PCPG	cis	1	rs6004655	chr22:25855629	CRYBB2	chr22:25615612-25627836:+	0.67	5.52	1.42E-7	Bipolar disorder with mood-incongruent psychosis	
PCPG	cis	1	rs6004658	chr22:25856231	CRYBB2	chr22:25615612-25627836:+	0.69	5.8	3.62E-8	Bipolar disorder with mood-incongruent psychosis	
PCPG	cis	1	rs6004659	chr22:25856411	CRYBB2	chr22:25615612-25627836:+	0.69	5.8	3.62E-8	Bipolar disorder with mood-incongruent psychosis	
PCPG	cis	1	rs6004662	chr22:25862124	CRYBB2	chr22:25615612-25627836:+	0.68	5.71	5.64E-8	Bipolar disorder with mood-incongruent psychosis	
PCPG	cis	1	rs6004667	chr22:25874464	CRYBB2	chr22:25615612-25627836:+	-0.66	-5.9	2.28E-8	Bipolar disorder with mood-incongruent psychosis	
PCPG	cis	1	rs6004668	chr22:25874502	CRYBB2	chr22:25615612-25627836:+	-0.71	-6.18	5.54E-9	Bipolar disorder with mood-incongruent psychosis	
PCPG	cis	1	rs6004671	chr22:25879474	CRYBB2	chr22:25615612-25627836:+	0.75	6.53	9.04E-10	Bipolar disorder with mood-incongruent psychosis	
PCPG	cis	1	rs6004672	chr22:25881013	CRYBB2	chr22:25615612-25627836:+	0.68	5.97	1.55E-8	Bipolar disorder with mood-incongruent psychosis	
PCPG	cis	1	rs6004675	chr22:25889385	CRYBB2	chr22:25615612-25627836:+	0.65	5.8	3.62E-8	Bipolar disorder with mood-incongruent psychosis	
PCPG	cis	1	rs6004862	chr22:26378073	HPS4	chr22:26847447-26879820:-	-0.39	-4.09	6.95E-5	Urate levels in lean individuals	
PCPG	cis	1	rs60253563	chr6:170083019	WDR27	chr6:169857307-170102159:-	-0.54	-5.64	7.98E-8	Thiazide-induced adverse metabolic effects in hypertensive patients	
PCPG	cis	1	rs60326608	chr15:24057746	WHAMML1	chr15:23187731-23208357:-	0.7	4.1	6.65E-5	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	
PCPG	cis	1	rs6037086	chr20:25306338	ENTPD6	chr20:25176339-25207360:+	0.34	4.14	5.64E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6037086	chr20:25306338	FAM182A	chr20:26035250-26067552:+	0.55	6.56	7.68E-10	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6037095	chr20:25335687	ENTPD6	chr20:25176339-25207360:+	0.34	4.3	3.04E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6037095	chr20:25335687	FAM182A	chr20:26035250-26067552:+	0.47	5.71	5.57E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6037099	chr20:25356876	ENTPD6	chr20:25176339-25207360:+	0.32	4.06	7.89E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6037099	chr20:25356876	FAM182A	chr20:26035250-26067552:+	0.51	6.35	2.33E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6037105	chr20:25374199	ENTPD6	chr20:25176339-25207360:+	0.32	4.06	7.89E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6037105	chr20:25374199	FAM182A	chr20:26035250-26067552:+	0.51	6.35	2.33E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6037121	chr20:25428311	ENTPD6	chr20:25176339-25207360:+	-0.33	-4.07	7.45E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6037121	chr20:25428311	FAM182A	chr20:26035250-26067552:+	-0.51	-6.2	4.85E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6037547	chr20:3299228	ITPA	chr20:3190056-3204504:+	-0.3	-4.17	5.04E-5	IFN-related cytopenia	
PCPG	cis	1	rs6037560	chr20:3323055	ITPA	chr20:3190056-3204504:+	-0.29	-4.04	8.55E-5	IFN-related cytopenia	
PCPG	cis	1	rs6037562	chr20:3326141	ITPA	chr20:3190056-3204504:+	-0.29	-4.04	8.55E-5	IFN-related cytopenia	
PCPG	cis	1	rs6037567	chr20:3332160	ITPA	chr20:3190056-3204504:+	-0.29	-4.04	8.55E-5	IFN-related cytopenia	
PCPG	cis	1	rs6037590	chr20:3374085	ITPA	chr20:3190056-3204504:+	-0.3	-4.12	6.18E-5	IFN-related cytopenia	
PCPG	cis	1	rs6050542	chr20:25318879	ENTPD6	chr20:25176339-25207360:+	0.34	4.28	3.29E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050542	chr20:25318879	FAM182A	chr20:26035250-26067552:+	0.48	5.97	1.6E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050544	chr20:25320228	ENTPD6	chr20:25176339-25207360:+	0.34	4.3	3.04E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050544	chr20:25320228	FAM182A	chr20:26035250-26067552:+	0.47	5.71	5.57E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050547	chr20:25326012	ENTPD6	chr20:25176339-25207360:+	0.33	4.17	4.97E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050547	chr20:25326012	FAM182A	chr20:26035250-26067552:+	0.49	6.11	7.7E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050555	chr20:25328543	FAM182A	chr20:26035250-26067552:+	0.51	6.4	1.73E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050559	chr20:25329915	ENTPD6	chr20:25176339-25207360:+	-0.35	-4.48	1.48E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050559	chr20:25329915	FAM182A	chr20:26035250-26067552:+	-0.43	-5.27	4.56E-7	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050561	chr20:25334855	ENTPD6	chr20:25176339-25207360:+	0.32	4.06	7.89E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050561	chr20:25334855	FAM182A	chr20:26035250-26067552:+	0.51	6.35	2.33E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050562	chr20:25336186	ENTPD6	chr20:25176339-25207360:+	0.34	4.3	3.04E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050562	chr20:25336186	FAM182A	chr20:26035250-26067552:+	0.47	5.71	5.57E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050564	chr20:25344231	ENTPD6	chr20:25176339-25207360:+	0.32	4.06	7.89E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050564	chr20:25344231	FAM182A	chr20:26035250-26067552:+	0.51	6.35	2.33E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050565	chr20:25347563	ENTPD6	chr20:25176339-25207360:+	0.32	4.09	6.8E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050565	chr20:25347563	FAM182A	chr20:26035250-26067552:+	0.5	6.23	4.15E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050566	chr20:25351071	ENTPD6	chr20:25176339-25207360:+	0.33	4.19	4.63E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050566	chr20:25351071	FAM182A	chr20:26035250-26067552:+	0.48	5.86	2.76E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050573	chr20:25366065	FAM182A	chr20:26035250-26067552:+	-0.5	-6.25	3.8E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050590	chr20:25384994	ENTPD6	chr20:25176339-25207360:+	0.33	4.07	7.46E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050590	chr20:25384994	FAM182A	chr20:26035250-26067552:+	0.51	6.21	4.83E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050598	chr20:25397257	ENTPD6	chr20:25176339-25207360:+	-0.33	-4.07	7.46E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050598	chr20:25397257	FAM182A	chr20:26035250-26067552:+	-0.51	-6.2	4.85E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050599	chr20:25400240	ENTPD6	chr20:25176339-25207360:+	0.33	4.07	7.46E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050599	chr20:25400240	FAM182A	chr20:26035250-26067552:+	0.51	6.21	4.83E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050602	chr20:25401203	ENTPD6	chr20:25176339-25207360:+	0.33	4.07	7.46E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050602	chr20:25401203	FAM182A	chr20:26035250-26067552:+	0.51	6.21	4.83E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050609	chr20:25411751	ENTPD6	chr20:25176339-25207360:+	0.33	4.07	7.46E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050609	chr20:25411751	FAM182A	chr20:26035250-26067552:+	0.51	6.21	4.83E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050617	chr20:25421648	ENTPD6	chr20:25176339-25207360:+	-0.33	-4.07	7.45E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050617	chr20:25421648	FAM182A	chr20:26035250-26067552:+	-0.51	-6.2	4.85E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050626	chr20:25428261	ENTPD6	chr20:25176339-25207360:+	-0.33	-4.07	7.44E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050626	chr20:25428261	FAM182A	chr20:26035250-26067552:+	-0.51	-6.2	4.84E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050629	chr20:25430680	ENTPD6	chr20:25176339-25207360:+	-0.33	-4.07	7.45E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050629	chr20:25430680	FAM182A	chr20:26035250-26067552:+	-0.51	-6.2	4.85E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050630	chr20:25430745	ENTPD6	chr20:25176339-25207360:+	-0.33	-4.07	7.45E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050630	chr20:25430745	FAM182A	chr20:26035250-26067552:+	-0.51	-6.2	4.85E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050631	chr20:25431749	ENTPD6	chr20:25176339-25207360:+	-0.35	-4.3	3.06E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050631	chr20:25431749	FAM182A	chr20:26035250-26067552:+	-0.47	-5.6	9.78E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050632	chr20:25432601	ENTPD6	chr20:25176339-25207360:+	-0.33	-4.07	7.45E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6050632	chr20:25432601	FAM182A	chr20:26035250-26067552:+	-0.51	-6.2	4.85E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6051080	chr20:25975674	FAM182B	chr20:25744102-25848786:-	0.48	6.62	5.72E-10	Colorectal or endometrial cancer	
PCPG	cis	1	rs6051672	chr20:3224819	ITPA	chr20:3190056-3204504:+	-0.32	-4.54	1.14E-5	IFN-related cytopenia	
PCPG	cis	1	rs6051723	chr20:3278512	ITPA	chr20:3190056-3204504:+	-0.3	-4.18	4.94E-5	IFN-related cytopenia	
PCPG	cis	1	rs6051732	chr20:3294182	ITPA	chr20:3190056-3204504:+	-0.3	-4.18	4.94E-5	IFN-related cytopenia	
PCPG	cis	1	rs6051736	chr20:3296898	ITPA	chr20:3190056-3204504:+	-0.3	-4.17	5.04E-5	IFN-related cytopenia	
PCPG	cis	1	rs6051831	chr20:3373712	ITPA	chr20:3190056-3204504:+	0.31	4.22	4.08E-5	IFN-related cytopenia	
PCPG	cis	1	rs6052772	chr20:4675980	PRNP	chr20:4666797-4682233:+	0.3	4.08	7.08E-5	Creutzfeldt-Jakob disease (variant);Creutzfeldt-Jakob disease (sporadic)	
PCPG	cis	1	rs60529510	chr17:80407480	C17orf62	chr17:80400520-80408694:-	-0.48	-4.25	3.69E-5	Protein quantitative trait loci	
PCPG	cis	1	rs6053816	chr20:5970750	MCM8	chr20:5931298-5975829:+	-0.3	-4.1	6.76E-5	HIV-1 viral setpoint	
PCPG	cis	1	rs6060401	chr20:34005214	CPNE1	chr20:34213968-34262539:-	0.3	4.04	8.35E-5	Height	
PCPG	cis	1	rs6060401	chr20:34005214	UQCC	chr20:33890383-33999833:-	0.41	5.21	5.89E-7	Height	
PCPG	cis	1	rs6060402	chr20:34005240	UQCC	chr20:33890383-33999833:-	0.4	5	1.52E-6	Height	
PCPG	cis	1	rs6063349	chr20:47681882	DDX27	chr20:47835832-47860612:+	0.33	4.05	8.24E-5	Non-response to citalopram or escitalopram and depression	
PCPG	cis	1	rs6076336	chr20:25319212	ENTPD6	chr20:25176339-25207360:+	0.34	4.28	3.29E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6076336	chr20:25319212	FAM182A	chr20:26035250-26067552:+	0.48	5.97	1.6E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6076339	chr20:25348712	FAM182A	chr20:26035250-26067552:+	0.55	6.96	9.02E-11	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6076345	chr20:25381895	ENTPD6	chr20:25176339-25207360:+	0.33	4.07	7.46E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6076345	chr20:25381895	FAM182A	chr20:26035250-26067552:+	0.51	6.21	4.83E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs60772114	chr15:24057447	WHAMML1	chr15:23187731-23208357:-	0.7	4.1	6.65E-5	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	
PCPG	cis	1	rs6083804	chr20:25317060	ENTPD6	chr20:25176339-25207360:+	0.34	4.28	3.29E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6083804	chr20:25317060	FAM182A	chr20:26035250-26067552:+	0.48	5.97	1.6E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6083805	chr20:25317356	ENTPD6	chr20:25176339-25207360:+	0.34	4.3	3.04E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6083805	chr20:25317356	FAM182A	chr20:26035250-26067552:+	0.47	5.71	5.57E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6083809	chr20:25329309	FAM182A	chr20:26035250-26067552:+	0.52	6.5	1.05E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6083813	chr20:25337671	FAM182A	chr20:26035250-26067552:+	0.52	6.36	2.24E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6083825	chr20:25366424	ENTPD6	chr20:25176339-25207360:+	0.32	4.06	7.89E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6083825	chr20:25366424	FAM182A	chr20:26035250-26067552:+	0.51	6.35	2.33E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6083828	chr20:25369918	ENTPD6	chr20:25176339-25207360:+	0.33	4.08	7.21E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6083828	chr20:25369918	FAM182A	chr20:26035250-26067552:+	0.52	6.42	1.62E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6083844	chr20:25386832	FAM182A	chr20:26035250-26067552:+	0.5	6.08	9.09E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6083856	chr20:25407585	ENTPD6	chr20:25176339-25207360:+	0.37	4.52	1.22E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6083856	chr20:25407585	FAM182A	chr20:26035250-26067552:+	0.47	5.51	1.49E-7	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs6083862	chr20:25411086	FAM182A	chr20:26035250-26067552:+	0.43	5.49	1.64E-7	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs60844734	chr2:73623205	ALMS1P	chr2:73872046-73912692:+	0.65	6.13	7.01E-9	Metabolite levels	
PCPG	cis	1	rs6087698	chr20:33948919	UQCC	chr20:33890383-33999833:-	0.42	5.39	2.62E-7	Height	
PCPG	cis	1	rs6087702	chr20:33995945	UQCC	chr20:33890383-33999833:-	0.4	5.15	7.93E-7	Height	
PCPG	cis	1	rs6087703	chr20:33996433	CPNE1	chr20:34213968-34262539:-	0.3	4.13	5.99E-5	Height	
PCPG	cis	1	rs6087703	chr20:33996433	UQCC	chr20:33890383-33999833:-	0.43	5.47	1.81E-7	Height	
PCPG	cis	1	rs6087704	chr20:34001058	CPNE1	chr20:34213968-34262539:-	0.3	4.13	5.99E-5	Height	
